vua_ID,vua_title,vua_hoten,vua_tuochieu,vua_chucvi,vua_ngaysinh,vua_ngaymat,trieudai_ID,vua_thongtin
72,Lê Bảng,Lê Bảng,,,,,9,"Lê Bảng(黎榜) là một vị vua nhà Lê sơ trong lịch sử Việt Nam. Do được lập lên ngôi và phế truất trong thời gian loạn lạc ngắn ngủi, ông ít được nhắc tới trong danh sách các vị vua chính thống của Việt Nam."
73,Lê Do,Lê Do,,,,1519,9,"Lê Do (Chữ Hán: 黎槱; Hán Việt: Lê Dữu ?-1519) là một vị hoàng đế nhà Lê sơ trong lịch sử Việt Nam. Do được lập lên ngôi và thất bại trong thời gian loạn lạc ngắn ngủi, ông ít được nhắc tới trong danh sách các vị vua chính thống của Việt Nam."
74,Lê Cung Hoàng,Lê Cung Hoàng,Thống Nguyên,Hoàng đế thứ 11,26/07/1507,15/09/1527,9,"Lê Cung Hoàng (chữ Hán: 黎恭皇 26 tháng 7 năm 1507 – 15 tháng 9 năm 1527) là vị hoàng đế thứ 11 của nhà Hậu Lê, ở ngôi từ năm 1522 đến 1527, tổng cộng 5 năm với niên hiệu Thống Nguyên. Ông là vị hoàng đế cuối cùng của nhà Lê sơ.| Cung Hoàng lên ngôi, trở thành bù nhìn, bị quyền thần Mạc Đăng Dung khống chế, thực tế không hề có quyền hạn. Vận nước đã hết, tài năng Cung Hoàng lại không có, về sau ông bị Mạc Đăng Dung giết chết."
75,Lê Trang Tông,Trang Tông Dụ Hoàng đế,,Hoàng đế thứ 12,1515,09/03/1548,9,"Lê Trang Tông (chữ Hán: 黎莊宗 1515 - 9 tháng 3 năm 1548), hay còn gọi là Trang Tông Dụ Hoàng đế (莊宗裕皇帝), tên thật là Lê Ninh (黎寧), là vị Hoàng đế thứ 12 của nhà Hậu Lê và là vị Hoàng đế đầu tiên của nhà Lê Trung hưng trong lịch sử Việt Nam. Ông còn được dân gian ưu ái đặt cho mỹ danh nghèo nàn là Chúa Chổm.| Trang Tông là con của Chiêu Tông. Lúc Mạc Đăng Dung cướp ngôi nhà Lê, ông được Lê Quán cõng chạy sang Ai Lao. Đến năm 1533, được Lại Thế Vinh, Nguyễn Kim đón về làm vua, tái lập triều đại. Đến khoảng đầu thập niên 1540, quân Lê chiếm lại hai vùng Thanh Hóa và Nghệ An làm căn cứ chống lại nhà Mạc, mở ra giai đoạn Nam - Bắc triều. Ông qua đời vào năm 1548, ngôi Hoàng đế được truyền cho Thái tử Lê Huyên, tức Lê Trung Tông."
76,Lê Trung Tông (Hậu Lê),Lê Trung Tông (Hậu Lê),,Hoàng đế thứ 2,1535,24/01/1556,9,"Lê Trung Tông (chữ Hán: 黎中宗 1535 - 24 tháng 1 năm 1556) là vị Hoàng đế thứ hai của nhà Lê trung hưng và là thứ 13 của nhà Hậu Lê, ở ngôi từ năm 1548 đến năm 1556, tổng cộng được 8 năm."
77,Lê Anh Tông,Lê Duy Bang,,Hoàng đế thứ 3,1532,22/01/1573,9,"Lê Anh Tông (chữ Hán: 黎英宗 1532 - 22 tháng 1 năm 1573), tên húy là Lê Duy Bang (黎維邦), là hoàng đế thứ ba của Nhà Lê Trung hưng và là hoàng đế thứ 14 của nhà Hậu Lê nước Đại Việt. Ông trị vì từ năm 1556 đến năm 1572, tổng cộng 16 năm, trong thời kỳ Nam-Bắc triều.| Anh Tông xuất thân là cháu năm đời của Lê Trừ, anh trai vua Lê Thái Tổ. Đến khi dòng đích của Lê Thái Tổ không còn hậu duệ, Thái sư Trịnh Kiểm lập Anh Tông lên ngôi, đóng tại hành cung Vạn Lại, cai quản vùng đất Đại Việt từ Thanh Hóa trở vào nam, đánh nhau với nhà Mạc ở phía bắc. Khi ấy nhà Lê vừa mới trung hưng, chính sự còn khá non nớt nhưng được Thái sư Trịnh Kiểm hết lòng phò tá, tiếp tục dựng nên cơ nghiệp. Sau này con Trịnh Kiểm là Trịnh Tùng lên kế nghiệp, làm Thái úy. Năm 1573, Anh Tông ghét Trịnh Tùng chuyên quyền, bèn lập mưu cùng Lê Cập Đệ phế bỏ Trịnh Tùng. Trịnh Tùng biết được, giết Lê Cập Đệ khiến Anh Tông phải đem theo 4 hoàng tử chạy ra Nghệ An. Sau Trịnh Tùng sai Tống Đức Vị giết Anh Tông."
78,Lê Thế Tông,Lê Duy Đàm,,Hoàng đế thứ 4,1567,12/10/1599,9,"Lê Thế Tông (chữ Hán: 黎世宗 1567 - 12 tháng 10 năm 1599), tên húy là Lê Duy Đàm (黎維潭), là vị hoàng đế thứ tư của Hoàng triều Lê - giai đoạn Trung hưng và thứ 15 của triều Hậu Lê nước Đại Việt, ở ngôi từ năm 1573 đến năm 1599. Ông là hoàng đế nhà Lê đầu tiên trở lại nhập chủ Thăng Long sau 66 năm nhà Lê Sơ bị họ Mạc cướp ngôi (1527-1593) và hoàn thành công cuộc trung hưng vương triều.| Ông là con thứ năm của Lê Anh Tông, sinh ra trong thời kỳ Nam - Bắc triều. Năm 1573, Anh Tông thấy Tả tướng Trịnh Tùng chuyên quyền, bèn cùng 4 hoàng tử lớn bỏ hành cung Vạn Lại trốn ra Nghệ An. Đúng ngày đầu năm mới 1573, Trịnh Tùng lập Lê Duy Đàm mới 5 tuổi lên ngôi hoàng đế, 3 tuần sau Trịnh Tùng sai Tống Đức Vị ngầm giết Anh Tông. Thời kỳ Thế Tông tại vị, Trịnh Tùng nắm toàn bộ quyền quân quốc, tiếp tục tiến hành cuộc chiến với nhà Mạc ở Đông Kinh. Sau nhiều chiến dịch lớn, năm 1592 Trịnh Tùng đánh bại quân Mạc, lấy lại Đông Kinh và rước Thế Tông về kinh đô cũ. Do vậy, quốc sử Đại Việt do chúa Trịnh chỉ đạo biên soạn xem Lê Thế Tông là vua có công khôi phục cơ nghiệp nhà Hậu Lê.| Trên thực tế, dù nhà Lê được tái lập nhưng quyền lực thực sự đã rơi vào tay Trịnh Tùng, nhà vua chỉ còn lại hư vị. Năm 1599, Thế Tông phong Trịnh Tùng làm Bình An vương, bắt đầu một thời kỳ được gọi là thời vua Lê - chúa Trịnh. Ngày 24 tháng 8 âm lịch năm 1599, Thế Tông mất, ở ngôi được 26 năm, thọ 33 tuổi, táng tại Hoa Nhạc lăng (華岳陵). Sau cái chết của ông, con thứ tư của ông là Lê Duy Tân được Trịnh Tùng đưa lên ngôi vua, tức vua Lê Kính Tông."
79,Lê Kính Tông,Lê Kính Tông,,Hoàng đế thứ 5,1588,23/06/1619,9,"Lê Kính Tông (chữ Hán: 黎敬宗 1588 – 23 tháng 6 năm 1619) có tên là Lê Duy Tân (黎維新), là vị Hoàng đế thứ 5 của nhà Lê Trung hưng và thứ 16 của nhà Hậu Lê trong lịch sử Việt Nam, người huyện Thọ Xuân, Thanh Hóa. Ông làm vua từ năm 1599 đến năm 1619."
80,Lê Thần Tông,Lê Duy Kỳ,,Hoàng đế thứ 6,1607,02/11/1662,9,"Lê Thần Tông (chữ Hán: 黎神宗 1607 – 2 tháng 11 năm 1662) tên húy là Lê Duy Kỳ (黎維祺), là vị hoàng đế thứ sáu của nhà Lê Trung hưng và thứ 17 của nhà Hậu Lê trong lịch sử Việt Nam. Ông cũng là vị Vua Việt Nam duy nhất hai lần lên ngôi, có đến 4 người con đều làm vua và là vị vua Việt Nam đầu tiên lấy vợ phương Tây cũng như là vua có nhiều vợ là người các dân tộc khác."
81,Lê Chân Tông,Lê Duy Hựu,,Hoàng đế thứ 7,1630,02/10/1649,9,"Lê Chân Tông (chữ Hán: 黎真宗 1630 – 2 tháng 10 năm 1649) tên húy là Lê Duy Hựu (黎維祐, 黎維禔), là vị Hoàng đế thứ 7 của nhà Lê Trung hưng và thứ 18 của triều Hậu Lê trong lịch sử Việt Nam, ở ngôi từ năm 1643 đến năm 1649, tổng cộng 6 năm.| Ông lên ngôi từ tháng 10 năm 1643, sau khi vua Lê Thần Tông nhường ngôi cho ông, đến tháng 10 năm 1649. Ông là con trưởng của vua Lê Thần Tông, làm vua được 7 năm, thọ 20 tuổi. Táng tại lăng Hoa Phố. Do ông mất trẻ không có con trai nối dõi nên vua cha là Lê Thần Tông lại ra làm vua lần thứ hai."
82,Lê Huyền Tông,Lê Duy Vũ,,Hoàng đế thứ 8,1654,16/11/1671,9,"Lê Huyền Tông (chữ Hán: 黎玄宗 1654 – 16 tháng 11 năm 1671) tên thật là Lê Duy Vũ (黎維禑), tên khác là Lê Duy Hi (黎維禧), là vị Hoàng đế thứ tám của nhà Lê Trung hưng và thứ 19 của triều Hậu Lê trong lịch sử Việt Nam."
83,Lê Gia Tông,Lê Duy Cối,,Hoàng đế thứ 9,1661,27/04/1675,9,"Lê Gia Tông (chữ Hán: 黎嘉宗 1661 – 27 tháng 4 năm 1675), tên húy là Lê Duy Cối (黎維禬, 黎維𥘺) là vị Hoàng đế thứ 9 của nhà Lê Trung hưng và thứ 20 của nhà Hậu Lê trong lịch sử Việt Nam, lên ngôi ngày 19 tháng 11 năm Tân Hợi (1671) khi mới 10 tuổi. Đến ngày 27 tháng 4 năm Ất Mão (1675), vua bị bệnh mất."
84,Lê Hy Tông,Lê Duy Cáp,,Vua thứ 10,15/03/1663,03/04/1716,9,"Lê Hy Tông (chữ Hán: 黎熙宗 15 tháng 3,1663 – 3 tháng 4,1716) tên húy là Lê Duy Cáp (黎維祫) hay Lê Duy Hiệp là vị vua thứ 10 của nhà Lê Trung hưng và thứ 21 của nhà Hậu Lê trong lịch sử Việt Nam."
85,Lê Dụ Tông,Lê Duy Đường,,Hoàng đế thứ 11,1679,27/02/1731,9,"Lê Dụ Tông (chữ Hán: 黎裕宗 1679 – 27 tháng 2 năm 1731) là vị Hoàng đế thứ 11 của Nhà Lê Trung hưng và thứ 22 của triều Hậu Lê trong lịch sử Việt Nam. Ông có tên húy là Lê Duy Đường (黎維禟, 黎維禎) – là con trai trưởng của vua Lê Hy Tông."
86,Lê Duy Phường,Vĩnh Khánh Đế hoặc Hôn Đức công,,Hoàng đế thứ 12,1709,1735,9,"Lê Duy Phường (chữ Hán: 黎維祊, 1709 – 1735) hay Vĩnh Khánh Đế hoặc Hôn Đức công, là vị Hoàng đế thứ 12 của nhà Lê Trung hưng và thứ 23 của triều Hậu Lê trong lịch sử Việt Nam."
87,Lê Thuần Tông,Lê Thuần Tông,,Hoàng đế thứ 13,16/03/1699,05/06/1735,9,"Lê Thuần Tông (chữ Hán: 黎純宗 16 tháng 3 năm 1699 – 5 tháng 6 năm 1735) là vị Hoàng đế thứ 13 của triều Lê Trung hưng nước Đại Việt, đồng thời là Hoàng đế thứ 24 của nhà Hậu Lê."
88,Lê Ý Tông,Lê Duy Thận,,Hoàng đế thứ 14,29/03/1719,10/08/1759,9,"Lê Ý Tông (chữ Hán: 黎懿宗 29 tháng 3 năm 1719 – 10 tháng 8 năm 1759), tên húy là Lê Duy Thận (黎維祳), là vị Hoàng đế thứ 14 của nhà Lê Trung hưng và thứ 25 của nhà Hậu Lê, đồng thời vua Lê Ý Tông cũng là Thái thượng hoàng cuối cùng trong lịch sử Việt Nam."
89,Lê Hiển Tông,Lê Duy Diêu,Cảnh Hưng,Hoàng đế áp chót,20/05/1717,10/08/1786,9,"Lê Hiển Tông (chữ Hán: 黎顯宗  20 tháng 5 năm 1717 – 10 tháng 8 năm 1786), tên húy là Lê Duy Diêu (黎維祧), là vị hoàng đế áp chót của nhà Lê Trung hưng cũng như là thứ 26 của nhà Hậu Lê trong lịch sử Việt Nam. Ông ở ngôi từ tháng 5 năm 1740, sau khi Trịnh Doanh ép vua Lê Ý Tông nhường ngôi cho ông, đến ngày 17 tháng 7 năm 1786.Trong suốt thời gian trị vì ông chỉ dùng một niên hiệu là Cảnh Hưng."
90,Lê Chiêu Thống,Lê Mẫn Đế,,Hoàng đế thứ 16,1765,1793,9,"Lê Chiêu Thống (chữ Hán: 黎昭統 1765 – 1793) hay Lê Mẫn Đế (chữ Hán: 黎愍帝), tên thật là Lê Duy Khiêm (黎維), khi lên ngôi lại đổi tên là Lê Duy Kỳ (黎維祁), là vị hoàng đế thứ 16 và là hoàng đế cuối cùng của Hoàng triều Lê nước Đại Việt, giữ ngôi từ cuối tháng 7 âm lịch năm 1786 tới đầu tháng 1 âm lịch  năm 1789.| Lê Duy Kỳ là cháu đích tôn của vua Lê Hiển Tông, ông lên ngôi trong bối cảnh quân Tây Sơn từ phương Nam tràn chiếm Bắc Hà, lật đổ chúa Trịnh. Triều đại của ông chứng kiến sự thay đổi lớn từ việc kết thúc các đời chúa Trịnh, đến sự phát triển của nhà Tây Sơn, và việc cầu viện nhà Thanh đem quân sang đánh Quang Trung với hy vọng trở lại ngai vàng."
91,Mạc Thái Tổ,Mạc Đăng Dung,,Hoàng đế đầu tiên,22/12/1483,11/09/1541,10,"Mạc Thái Tổ (chữ Hán: 莫太祖 22 tháng 12, 1483 – 11 tháng 9, 1541), tên thật là Mạc Đăng Dung (莫登庸), là một nhà chính trị, vị hoàng đế sáng lập ra vương triều nhà Mạc trong lịch sử Việt Nam. Ông đóng vai trò quan trọng trong các sự kiện đánh dẹp các thế lực cát cứ, chống đối triều đình, loại bỏ ảnh hưởng của những người ủng hộ nhà Lê, thành lập nhà Mạc và chống lại những lực lượng trung thành với nhà Lê ở Thanh Hóa.| Mạc Đăng Dung bước vào đường quan lộ sau khi thi đậu Võ trạng nguyên trong cuộc thi tuyển võ sĩ tại Giảng Võ đường ở Thăng Long dưới triều Lê Uy Mục, rồi được sung quân Túc vệ vác lọng theo hầu vua. Trong khoảng 20 năm, từ một võ quan cấp thấp dưới thời Lê Uy Mục, nhờ tài thao lược và mưu trí, Đăng Dung đã lần lượt được phong chức Đô Chỉ huy sứ vệ Thiên Vũ (hàm chính tam phẩm) ở tuổi 25, rồi tước bá (Vũ Xuyên bá), hầu (Vũ Xuyên hầu), công (Minh quận công rồi Nhân quốc công), vương (An Hưng vương) thời Lê Cung Hoàng. Và trong khoảng thời gian chưa đầy 30 năm, Đăng Dung đã trở thành vua. Với vai trò là người lập ra triều Mạc, ông lần lượt làm vua, thái thượng hoàng, cũng như quyền nhiếp chính khi con trai cả kế ngôi của ông là Mạc Thái Tông (Mạc Đăng Doanh) đột ngột qua đời. Xuất thân hàn vi, lập thân bằng đường binh nghiệp, Đăng Dung là người có công đầu trong việc tạo lập lại thế ổn định của xã hội cũng như chính trường Đại Việt sau hơn 20 năm hỗn loạn đầu thế kỷ XVI.| Những sử thần của nhà Lê trung hưng hay nhà Lê–Trịnh (cũng là những người đã biên soạn bộ Đại Việt sử ký toàn thư bản bổ sung ở thế kỷ 17) luôn đánh giá tiêu cực triều Mạc (đặc biệt là với người sáng lập ra triều đại này), bao gồm cả học giả danh tiếng Lê Quý Đôn. Tuy nhiên do ít nhiều vẫn phải tôn trọng tính khách quan trong việc chép sử chuyên nghiệp nên những sử thần của nhà Lê–Trịnh đã không dám loại bỏ những tường thuật khi Đăng Dung phế ngôi nhà Lê rằng ""bấy giờ thần dân trong nước đều theo Mạc Đăng Dung, đến đón vào kinh sư"", hay ""lúc này thần dân phần nhiều xu hướng về Đăng Dung, đều ra đón về kinh đô"" (Đại Việt thông sử của Lê Quý Đôn). Điều này cho thấy Đăng Dung có sức thu phục nhân tâm cao hơn nhiều so với phản ứng của dân chúng Thăng Long khi Hồ Quý Ly phế ngôi nhà Trần. Đại bộ phận dân chúng Bắc Hà, trong đó đặc biệt là thành Thăng Long có phản ứng tích cực với cuộc đổi ngôi do ông thực hiện. Những người ở vùng khác (đặc biệt ở vùng Thanh–Nghệ, nơi phát tích nhà Lê) có thể phản đối cuộc đổi ngôi này, nhưng đại bộ phận dân chúng vùng Bắc Hà (dân kinh lộ hay dân trung châu theo cách gọi của người vùng Thanh–Nghệ) có thể đã quá chán nản với sự rối ren trong gần 20 năm cuối thời Lê sơ nên không có sự chống đối đáng kể nào với cuộc giành ngôi của Đăng Dung dù trong lòng có thể vẫn tiếc nuối một triều đại nhiều công tích do Lê Thái Tổ và Lê Thánh Tông góp công dựng nên. Tuy nhiên việc đối xử tàn nhẫn với nhà Hậu Lê, việc xin cắt đất cầu hòa, và việc nhận chức An Nam đô thống ti sứ do nhà Minh ban cho (tức là tự hạ thấp chủ quyền dân tộc, coi Đại Việt như một tỉnh của Trung Quốc), đã khiến Mạc Đăng Dung trở thành tâm điểm chỉ trích của các sử gia, tri thức Việt Nam qua các thời kỳ lịch sử. Việc Mạc Đăng Dung đối xử tàn nhẫn với nhà Hậu Lê (giết cả 3 mẹ con vua Lê Chiêu Tông, Lê Cung Hoàng và Trịnh thái hậu, sát hại nhiều vị quan trung thành với nhà Hậu Lê) cũng làm tăng thêm sự oán hận của những người vẫn nhớ về nhà Hậu Lê, gián tiếp giúp cho Nguyễn Kim tập hợp lực lượng, xây dựng nhà Lê trung hưng với khẩu hiệu ""phù Lê diệt Mạc"". Khi bị sát hại, Trịnh Thái hậu đã khấn xin Trời cao trừng phạt kẻ nghịch tặc: ""Đăng Dung là kẻ bề tôi, manh tâm cướp ngôi, lại giết mẹ con ta, ngày sau con cháu nó cũng lại bị như thế"". Chỉ 65 năm sau thì lời khấn ứng nghiệm: nhà Mạc bị nhà Lê trung hưng tiêu diệt, con cháu họ Mạc bị quân nhà Lê truy sát để báo mối thù giết vua cướp ngôi, trở thành một vương triều yểu mệnh.| Quan điểm phê phán Mạc Đăng Dung ở Việt Nam đã có sự thay đổi qua những giai đoạn lịch sử khác nhau. Kể từ đầu thời Nhà Nguyễn cho đến thập kỷ đầu thế kỷ XXI, những nhà nghiên cứu lịch sử và văn hóa như Nguyễn Văn Siêu, Lê Văn Hòe, Phạm Văn Sơn, Trần Quốc Vượng, Trần Khuê, Trần Lâm Biền, Vũ Khiêu, Văn Tạo, Đinh Khắc Thuân, Phan Đăng Nhật, Trần Thị Vinh là những người đi đầu trong việc đánh giá lại vai trò lịch sử của Mạc Đăng Dung theo hướng cởi mở khách quan hơn thời Lê-Trịnh... Qua những kết quả nghiên cứu trong các lĩnh vực như chính trị, kinh tế (như các hoạt động sản xuất, thương mại), văn hóa - tư tưởng, văn học - nghệ thuật, giáo dục, tôn giáo - tín ngưỡng... đã cho thấy sự ra đời của nhà Mạc và những động thái chính trị - quân sự của Mạc Thái Tổ (Mạc Đăng Dung) là phù hợp với bối cảnh khách quan lúc bấy giờ, khi nhà Hậu Lê đã suy sụp không còn trị nước được nữa."
92,Mạc Thái Tông,Mạc Thái Tông,,Hoàng đế thứ 2,1500,25/01/1540,10,"Mạc Thái Tông (chữ Hán: 莫太宗 1500 – 25 tháng 1 năm 1540 / 3 tháng 3 năm 1540) là vị Hoàng đế thứ hai của nhà Mạc trong lịch sử Việt Nam. Ông ở ngôi từ năm 1530 đến 1540, trị vì tổng cộng 10 năm.| Trong thời gian trị vì, ông chỉ dùng niên hiệu Đại Chính (大正), nên còn được gọi là Đại Chính đế (大正帝). Thời kỳ của ông được gọi là Đại Chính chi trị (大正之治)."
93,Mạc Hiến Tông,Mạc Phúc Hải,Quảng Hoà,Hoàng đế thứ 3,1517,1546,10,"Mạc Hiến Tông (chữ Hán: 莫憲宗 1517 – 1546) là vị hoàng đế thứ ba của nhà Mạc trong lịch sử Việt Nam, ở ngôi từ năm 1540 đến 1546 và chỉ dùng một niên hiệu là Quảng Hoà. Ông tên thật là Mạc Phúc Hải (莫福海), là người xã Cao Đôi, huyện Bình Hà (nay là thôn Long Động, xã Nam Tân, huyện Nam Sách), tỉnh Hải Dương."
94,Mạc Chính Trung,Mạc Chính Trung,,Hoàng tử,,,10,Mạc Chính Trung (chữ Hán: 莫正中; ?-?) là hoàng tử nhà Mạc trong lịch sử Việt Nam. Ông tham gia tranh chấp ngôi báu nhà Mạc giữa thời Nam-Bắc triều và cuối cùng thất bại.
95,Mạc Tuyên Tông,Mạc Phúc Nguyên,,Hoàng đế thứ 4,1540,1561,10,"Mạc Tuyên Tông (chữ Hán: 莫宣宗 1540 - 1561) tên thật là Mạc Phúc Nguyên (莫福源), là hoàng đế thứ tư nhà Mạc trong lịch sử Việt Nam, ở ngôi từ năm 1546 đến 1561, trị vì 15 năm."
96,Mạc Mậu Hợp,Mạc Mậu Hợp,,Hoàng đế,1560,01/1593,10,"Mạc Mậu Hợp (chữ Hán: 莫茂洽, 1560 – tháng 1 năm 1593) là vị hoàng đế Đại Việt thứ năm của nhà Mạc thời Nam – Bắc triều trong lịch sử Việt Nam. Ông lên ngôi năm 1562 lúc mới 2 tuổi và qua đó trở thành vua trẻ thứ hai lúc lên ngôi. Ông trị vì cho đến khi truyền ngôi cho con là Mạc Toàn năm 1592, tổng cộng 30 năm.| Lên ngôi lúc còn rất nhỏ, thời kì trị vì đầu của Mạc Mậu Hợp được Khiêm vương Mạc Kính Điển nhiếp chính, đối trọng được với họ Trịnh đang phò nhà Lê Trung hưng ở phía Nam. Nhưng sau khi Khiêm vương mất, nhà Mạc do Mạc Mậu Hợp nắm dần suy yếu và thời kì của ông chứng kiến sự suy vong trực tiếp của triều đại nhà Mạc. Khi quân Nam triều dưới sự chỉ huy của Trịnh Tùng bắc tiến, Mạc Mậu Hợp thua chạy, đánh mất thành Đông Kinh. Sau đó, ông bị quân Nam triều bắt khi đang giả làm sư và bị Trịnh Tùng xử tử.| Nhà Mạc khởi nghiệp từ năm 1527 thời Thái Tổ Mạc Đăng Dung đến 1592 đời Mạc Mậu Hợp mới tạm ngừng, vừa đúng 65 năm ở ngôi ngự trị suốt cả miền Bắc, lấy thành Đông Kinh làm kinh đô. Duy từ cái chết của Mạc Mậu Hợp năm 1593 trở đi, con cháu họ Mạc bắt đầu suy tàn, phải rời khỏi Thăng Long để lên chiếm cứ từ Trung du và duyên hải miền Bắc lên đến Cao Bằng cho tới 1677 thì bị diệt hẳn."
97,Mạc Toàn,Mạc Toàn,,Vua thứ 6,1580,1593,10,Mạc Toàn (chữ Hán: 莫全 1580 – 1593) là vị vua thứ sáu và là vua cuối cùng của nhà Mạc thời kỳ Nam - Bắc triều trong lịch sử Việt Nam.
98,Mạc Kính Chỉ,Mạc Kính Chỉ,,Vua đầu tiên,,1593,10,"Mạc Kính Chỉ (chữ Hán: 莫敬止 ? - 1593) là vị vua đầu tiên nhà Mạc thời hậu kỳ, sau khi quân Nam triều chiếm được thành Thăng Long với cái chết của cha con Mạc Mục Tông (Mạc Mậu Hợp) và Mạc Cảnh Tông (Mạc Toàn). Nguyên quán Mạc Kính Chỉ là người xã Cao Đôi, huyện Bình Hà (nay là thôn Long Động, xã Nam Tân, huyện Nam Sách, tỉnh Hải Dương)."
99,Mạc Kính Cung,Mạc Kính Cung,,Vua,,1625,10,"Mạc Kính Cung (chữ Hán: 莫敬恭 ? - 1625) là vua nhà Mạc thời hậu kỳ, khi Bắc triều chấm dứt với cái chết của cha con Mạc Mậu Hợp và Mạc Toàn."
100,Mạc Kính Khoan,Mạc Kính Khoan,,Vua thứ 3,,1638,10,"Mạc Kính Khoan (chữ Hán: 莫敬寬 ? - 1638) là vua nhà Mạc thứ 3 thời hậu kỳ, khi đã rút lên Cao Bằng. Nguyên quán Mạc Kính Khoan là người xã Cao Đôi, huyện Bình Hà (nay là thôn Long Động, xã Nam Tân, huyện Nam Sách, tỉnh Hải Dương)."
101,Mạc Kính Vũ,Mạc Kính Vũ,,Vua thứ 10,,,10,"Mạc Kính Vũ (chữ Hán: 莫敬宇) là vua nhà Mạc thứ 10 và là vua Mạc thời hậu kỳ, khi đã rút lên Cao Bằng. Nguyên quán Mạc Kính Vũ là người xã Cao Đôi, huyện Bình Hà (nay là thôn Long Động, xã Nam Tân, huyện Nam Sách, tỉnh Hải Dương)."
102,Mạc Kính Hẻ,Mạc Nguyên Thanh,,Vua,,,10,"Mạc Kính Hẻ (莫敬喜), cũng có tên là Mạc Kính Thụy (莫敬瑞) hay Mạc Nguyên Thanh (莫元清), là vị vua (không chính thức) của nhà Mạc thời hậu kỳ trong lịch sử Việt Nam. Nguyên quán Mạc Kính Hẻ là người xã Cao Đôi, huyện Bình Hà (nay là thôn Long Động, xã Nam Tân, huyện Nam Sách, tỉnh Hải Dương). Tuy nhiên, ông không được nhắc đến trong sử sách Việt Nam."
103,Mạc Kính Quang,Mạc Kính Tiêu,,Vua cuối cùng,,,10,"Mạc Kính Quang (莫敬光) hay Mạc Kính Tiêu (莫敬蕭) hoặc Mạc Kính Hoảng (莫敬晃), là vị vua cuối cùng của Nhà Mạc thời hậu kỳ. Nguyên quán Mạc Kính Quang là người xã Cao Đôi, huyện Bình Hà (nay là thôn Long Động, xã Nam Tân, huyện Nam Sách, tỉnh Hải Dương). Tuy nhiên, ông không được nhắc đến trong sử sách Việt Nam."
104,Trịnh Kiểm,Thế Tổ Minh Khang Thái vương,,Nhà chính trị,14/09/1503,24/03/1570,,"Trịnh Kiểm (chữ Hán: 鄭檢, 14 tháng 9, 1503 – 24 tháng 3, 1570), tên thụy Thế Tổ Minh Khang Thái vương (世祖明康太王), là nhà chính trị, quân sự có ảnh hưởng của Đại Việt thời Nam–Bắc triều. Trên danh nghĩa tôn phò các vua Lê trung hưng, ông là nhà lãnh đạo trên thực tế của phe Nam triều từ năm 1545 tới khi qua đời. Dù tước hiệu cao nhất của ông khi còn sống là Thái quốc công, ông được đời sau truy tôn làm Thế Tổ Minh Khang Thái Vương và thường được xem là vị chúa đầu tiên của gia tộc họ Trịnh.| Trịnh Kiểm xuất thân trong một gia đình nghèo tại Thanh Hoa (tên cũ, nay là Vĩnh Lộc, Thanh Hóa) nhưng được ghi nhận có chí quả cảm, giỏi thu phục nhân tài. Lớn lên gặp cảnh họ Mạc đoạt ngôi nhà Lê, ông theo Thái sư Hưng quốc công Nguyễn Kim nổi quân chống nhà Mạc, dựng Lê Trang Tông làm Hoàng đế ở Ai Lao. Nguyễn Kim thấy ông có sức khỏe và tài lược khác thường, nên gả con gái là Nguyễn Thị Ngọc Bảo, cho coi binh mã và cất nhắc đến tước Dực Nghĩa hầu. Trịnh Kiểm lập nhiều chiến công trong các trận đánh quân Mạc. Vua Lê Trang Tông cũng coi là người tâm phúc, năm 1539 phong ông lên chức Đại tướng quân, tước Dực quận công. Lúc đó ông 37 tuổi.| Sau khi bố vợ Nguyễn Kim qua đời năm 1545, Trịnh Kiểm đã lên thay lãnh đạo chính quyền và quân đội của triều Lê trong gần 30 năm, trải qua 3 đời vua Lê Trang Tông, Lê Trung Tông và Lê Anh Tông. Ông là người đóng vai trò lớn trong việc tổ chức nhà nước của Nam triều, qua những quyết định như dựng hành dinh tại ở Vạn Lại, tổ chức một số khoa thi Nho học, xây dựng quân đội, chiêu mộ nhân tài hào kiệt, đẩy lùi các cuộc tấn công của nhà Mạc vào Thanh Hoa – Nghệ An, chinh phục Thuận–Quảng từ tay nhà Mạc và mở nhiều chiến dịch lớn đánh lên phía Bắc. Dù chưa đạt được thắng lợi hoàn toàn, Trịnh Kiểm đã đặt nền móng cho các hậu duệ của mình hoàn thành sự nghiệp trung hưng Nhà Lê, khôi phục Đông Kinh, mở ra triều đại lâu dài của các vua Lê–chúa Trịnh trong lịch sử trung đại Việt Nam."
105,Trịnh Cối,Trịnh Cối,,Nhà chính trị,,1584,10,"Trịnh Cối (chữ Hán: 鄭檜, ? - 1584) là một nhà chính trị thời chiến tranh Lê-Mạc. Do là con cả của thượng tướng Trịnh Kiểm, ông được cha trao binh quyền trước khi chết. Người em cùng cha khác mẹ của ông - Trịnh Tùng, khởi binh chống lại. Trịnh Cối không kiểm soát được vua Lê, bị kẹp vào giữa quân Mạc và quân Trịnh Tùng, kết quả phải đầu hàng nhà Mạc."
